Histórico;Solicitante;Órgáo;Despacho;Horas Voadas;Aeronave;Número DB;Base;Data;Órgáos;Origem;Destino;Nome;Cargo/Função;Órgáo
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;03:17:00;PT-MGS - PT-MGS;0049-2020;DTA;13/08/2020;Secretaria-Geral;BELO HORIZONTE;GOVERNADOR VALADARES;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;03:17:00;PT-MGS - PT-MGS;0049-2020;DTA;13/08/2020;Secretaria-Geral;BELO HORIZONTE;GOVERNADOR VALADARES;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;03:17:00;PT-MGS - PT-MGS;0049-2020;DTA;13/08/2020;Secretaria-Geral;BELO HORIZONTE;GOVERNADOR VALADARES;Celise Barreiros Laviola Cabral de Lira;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;03:17:00;PT-MGS - PT-MGS;0049-2020;DTA;13/08/2020;Secretaria-Geral;BELO HORIZONTE;GOVERNADOR VALADARES;Fernando Passalio de Avelar;Secretário Adjunto;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;03:17:00;PT-MGS - PT-MGS;0049-2020;DTA;13/08/2020;Secretaria-Geral;BELO HORIZONTE;GOVERNADOR VALADARES;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;03:17:00;PT-MGS - PT-MGS;0049-2020;DTA;13/08/2020;Secretaria-Geral;BELO HORIZONTE;GOVERNADOR VALADARES;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;03:17:00;PT-MGS - PT-MGS;0049-2020;DTA;13/08/2020;Secretaria-Geral;BELO HORIZONTE;GOVERNADOR VALADARES;Sandro Lúcio Fonseca;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:45:00;PT-MGS - PT-MGS;0050-2020;DTA;13/08/2020;Secretaria-Geral;GOVERNADOR VALADARES;MONTES CLAROS;André Valadares da Cruz;Cinegrafista;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:45:00;PT-MGS - PT-MGS;0050-2020;DTA;13/08/2020;Secretaria-Geral;GOVERNADOR VALADARES;MONTES CLAROS;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:45:00;PT-MGS - PT-MGS;0050-2020;DTA;13/08/2020;Secretaria-Geral;GOVERNADOR VALADARES;MONTES CLAROS;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:45:00;PT-MGS - PT-MGS;0050-2020;DTA;13/08/2020;Secretaria-Geral;GOVERNADOR VALADARES;MONTES CLAROS;Fernando Passalio de Avelar;Secretário Adjunto;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:45:00;PT-MGS - PT-MGS;0050-2020;DTA;13/08/2020;Secretaria-Geral;GOVERNADOR VALADARES;MONTES CLAROS;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:45:00;PT-MGS - PT-MGS;0050-2020;DTA;13/08/2020;Secretaria-Geral;GOVERNADOR VALADARES;MONTES CLAROS;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:50:00;PT-MGS - PT-MGS;0051-2020;DTA;13/08/2020;Secretaria-Geral;MONTES CLAROS;BELO HORIZONTE;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:50:00;PT-MGS - PT-MGS;0051-2020;DTA;13/08/2020;Secretaria-Geral;MONTES CLAROS;BELO HORIZONTE;Fernando Passalio de Avelar;Secretário Adjunto;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:50:00;PT-MGS - PT-MGS;0051-2020;DTA;13/08/2020;Secretaria-Geral;MONTES CLAROS;BELO HORIZONTE;Igor Mascarenhas Eto;Secretário de Estado;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:50:00;PT-MGS - PT-MGS;0051-2020;DTA;13/08/2020;Secretaria-Geral;MONTES CLAROS;BELO HORIZONTE;Jose Reis Nogueira de Barros;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:50:00;PT-MGS - PT-MGS;0051-2020;DTA;13/08/2020;Secretaria-Geral;MONTES CLAROS;BELO HORIZONTE;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador MG;PLANEJADA;00:50:00;PT-MGS - PT-MGS;0051-2020;DTA;13/08/2020;Secretaria-Geral;MONTES CLAROS;BELO HORIZONTE;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitiva. Agenda oficial na CDL,  Eurofarma e Rede Globo,  em Montes Claros. Visita ao vapor Benjamin Guimaráes e à Liasa, em Pirapora.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:05:00;PT-MGS - PT-MGS;0057-2020;DTA;17/09/2020;Secretaria-Geral;BELO HORIZONTE;MONTES CLAROS;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitiva. Agenda oficial na CDL,  Eurofarma e Rede Globo,  em Montes Claros. Visita ao vapor Benjamin Guimaráes e à Liasa, em Pirapora.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:05:00;PT-MGS - PT-MGS;0057-2020;DTA;17/09/2020;Secretaria-Geral;BELO HORIZONTE;MONTES CLAROS;Leônidas José de Oliveira;Secretário de Estado;Secretaria de Estado de Cultura e Turismo
Traslado do Exmo Sr Governador de Minas Gerais e comitiva. Agenda oficial na CDL,  Eurofarma e Rede Globo,  em Montes Claros. Visita ao vapor Benjamin Guimaráes e à Liasa, em Pirapora.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:05:00;PT-MGS - PT-MGS;0057-2020;DTA;17/09/2020;Secretaria-Geral;BELO HORIZONTE;MONTES CLAROS;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr Governador de Minas Gerais e comitiva. Agenda oficial na CDL,  Eurofarma e Rede Globo,  em Montes Claros. Visita ao vapor Benjamin Guimaráes e à Liasa, em Pirapora.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:05:00;PT-MGS - PT-MGS;0057-2020;DTA;17/09/2020;Secretaria-Geral;BELO HORIZONTE;MONTES CLAROS;Osvaldo de Souza Marques;Chefe do Gabinete Militar do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr Governador de Minas Gerais e comitiva. Agenda oficial na CDL,  Eurofarma e Rede Globo,  em Montes Claros. Visita ao vapor Benjamin Guimaráes e à Liasa, em Pirapora.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:05:00;PT-MGS - PT-MGS;0057-2020;DTA;17/09/2020;Secretaria-Geral;BELO HORIZONTE;MONTES CLAROS;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitiva. Agenda oficial na CDL,  Eurofarma e Rede Globo,  em Montes Claros. Visita ao vapor Benjamin Guimaráes e à Liasa, em Pirapora.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:30:00;PT-MGS - PT-MGS;0058-2020;DTA;17/09/2020;Secretaria-Geral;MONTES CLAROS;PIRAPORA;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitiva. Agenda oficial na CDL,  Eurofarma e Rede Globo,  em Montes Claros. Visita ao vapor Benjamin Guimaráes e à Liasa, em Pirapora.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:30:00;PT-MGS - PT-MGS;0058-2020;DTA;17/09/2020;Secretaria-Geral;MONTES CLAROS;PIRAPORA;Arlen de Paulo Santiago Filho;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitiva. Agenda oficial na CDL,  Eurofarma e Rede Globo,  em Montes Claros. Visita ao vapor Benjamin Guimaráes e à Liasa, em Pirapora.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:30:00;PT-MGS - PT-MGS;0058-2020;DTA;17/09/2020;Secretaria-Geral;MONTES CLAROS;PIRAPORA;Gilberto Wagner Martins Pereira Antunes;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitiva. Agenda oficial na CDL,  Eurofarma e Rede Globo,  em Montes Claros. Visita ao vapor Benjamin Guimaráes e à Liasa, em Pirapora.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:30:00;PT-MGS - PT-MGS;0058-2020;DTA;17/09/2020;Secretaria-Geral;MONTES CLAROS;PIRAPORA;Jose Reis Nogueira de Barros;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitiva. Agenda oficial na CDL,  Eurofarma e Rede Globo,  em Montes Claros. Visita ao vapor Benjamin Guimaráes e à Liasa, em Pirapora.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:30:00;PT-MGS - PT-MGS;0058-2020;DTA;17/09/2020;Secretaria-Geral;MONTES CLAROS;PIRAPORA;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr Governador de Minas Gerais e comitiva. Agenda oficial na CDL,  Eurofarma e Rede Globo,  em Montes Claros. Visita ao vapor Benjamin Guimaráes e à Liasa, em Pirapora.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:30:00;PT-MGS - PT-MGS;0058-2020;DTA;17/09/2020;Secretaria-Geral;MONTES CLAROS;PIRAPORA;Luis Tadeu Martins Leite;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitiva. Agenda oficial na CDL,  Eurofarma e Rede Globo,  em Montes Claros. Visita ao vapor Benjamin Guimaráes e à Liasa, em Pirapora.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:30:00;PT-MGS - PT-MGS;0058-2020;DTA;17/09/2020;Secretaria-Geral;MONTES CLAROS;PIRAPORA;Rodrigo Freitas Gomes;Assessor Especial;Secretaria de Estado de Governo
Traslado do Exmo Sr Governador de Minas Gerais e comitiva. Agenda oficial na CDL,  Eurofarma e Rede Globo,  em Montes Claros. Visita ao vapor Benjamin Guimaráes e à Liasa, em Pirapora.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:30:00;PT-MGS - PT-MGS;0058-2020;DTA;17/09/2020;Secretaria-Geral;MONTES CLAROS;PIRAPORA;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:40:00;PR-DTG - N3;0077-2020;DTA;16/07/2020;Secretaria-Geral;GOIANA;ALÉM PARAÍBA;André Valadares da Cruz;Cinegrafista;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:40:00;PR-DTG - N3;0077-2020;DTA;16/07/2020;Secretaria-Geral;GOIANA;ALÉM PARAÍBA;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:40:00;PR-DTG - N3;0077-2020;DTA;16/07/2020;Secretaria-Geral;GOIANA;ALÉM PARAÍBA;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:40:00;PR-DTG - N3;0077-2020;DTA;16/07/2020;Secretaria-Geral;GOIANA;ALÉM PARAÍBA;Fernando Junqueira Ferraz;Superintendente de Imprensa;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:40:00;PR-DTG - N3;0077-2020;DTA;16/07/2020;Secretaria-Geral;GOIANA;ALÉM PARAÍBA;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:40:00;PR-DTG - N3;0077-2020;DTA;16/07/2020;Secretaria-Geral;GOIANA;ALÉM PARAÍBA;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:25:00;PR-DTG - N3;0078-2020;DTA;16/07/2020;Secretaria-Geral;ALÉM PARAÍBA;GOIANÁ - MG;André Valadares da Cruz;Cinegrafista;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:25:00;PR-DTG - N3;0078-2020;DTA;16/07/2020;Secretaria-Geral;ALÉM PARAÍBA;GOIANÁ - MG;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:25:00;PR-DTG - N3;0078-2020;DTA;16/07/2020;Secretaria-Geral;ALÉM PARAÍBA;GOIANÁ - MG;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:25:00;PR-DTG - N3;0078-2020;DTA;16/07/2020;Secretaria-Geral;ALÉM PARAÍBA;GOIANÁ - MG;Fernando Junqueira Ferraz;Superintendente de Imprensa;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:25:00;PR-DTG - N3;0078-2020;DTA;16/07/2020;Secretaria-Geral;ALÉM PARAÍBA;GOIANÁ - MG;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:25:00;PR-DTG - N3;0078-2020;DTA;16/07/2020;Secretaria-Geral;ALÉM PARAÍBA;GOIANÁ - MG;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades visitadas.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:11:00;PR-DTG - N3;0080-2020;DTA;24/07/2020;Secretaria-Geral;BELO HORIZONTE;MANHUAÇU;André Valadares da Cruz;Cinegrafista;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades visitadas.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:11:00;PR-DTG - N3;0080-2020;DTA;24/07/2020;Secretaria-Geral;BELO HORIZONTE;MANHUAÇU;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades visitadas.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:11:00;PR-DTG - N3;0080-2020;DTA;24/07/2020;Secretaria-Geral;BELO HORIZONTE;MANHUAÇU;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Agenda do Governador do Estado e sua comitiva nas cidades visitadas.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:11:00;PR-DTG - N3;0080-2020;DTA;24/07/2020;Secretaria-Geral;BELO HORIZONTE;MANHUAÇU;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Agenda do Governador do Estado e sua comitiva nas cidades visitadas.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:11:00;PR-DTG - N3;0080-2020;DTA;24/07/2020;Secretaria-Geral;BELO HORIZONTE;MANHUAÇU;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades visitadas.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:32:00;PR-DTG - N3;0081-2020;DTA;24/07/2020;Secretaria-Geral;MANHUAÇU;CORONEL FABRICIANO;André Valadares da Cruz;Cinegrafista;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades visitadas.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:32:00;PR-DTG - N3;0081-2020;DTA;24/07/2020;Secretaria-Geral;MANHUAÇU;CORONEL FABRICIANO;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades visitadas.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:32:00;PR-DTG - N3;0081-2020;DTA;24/07/2020;Secretaria-Geral;MANHUAÇU;CORONEL FABRICIANO;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Agenda do Governador do Estado e sua comitiva nas cidades visitadas.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:32:00;PR-DTG - N3;0081-2020;DTA;24/07/2020;Secretaria-Geral;MANHUAÇU;CORONEL FABRICIANO;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Agenda do Governador do Estado e sua comitiva nas cidades visitadas.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:32:00;PR-DTG - N3;0081-2020;DTA;24/07/2020;Secretaria-Geral;MANHUAÇU;CORONEL FABRICIANO;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades visitadas. Realizado check do VOR radial 090 BHZ. Sem desvios.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:41:00;PR-DTG - N3;0082-2020;DTA;24/07/2020;Secretaria-Geral;CORONEL FABRICIANO;BELO HORIZONTE;André Valadares da Cruz;Cinegrafista;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades visitadas. Realizado check do VOR radial 090 BHZ. Sem desvios.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:41:00;PR-DTG - N3;0082-2020;DTA;24/07/2020;Secretaria-Geral;CORONEL FABRICIANO;BELO HORIZONTE;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades visitadas. Realizado check do VOR radial 090 BHZ. Sem desvios.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:41:00;PR-DTG - N3;0082-2020;DTA;24/07/2020;Secretaria-Geral;CORONEL FABRICIANO;BELO HORIZONTE;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Agenda do Governador do Estado e sua comitiva nas cidades visitadas. Realizado check do VOR radial 090 BHZ. Sem desvios.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:41:00;PR-DTG - N3;0082-2020;DTA;24/07/2020;Secretaria-Geral;CORONEL FABRICIANO;BELO HORIZONTE;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Agenda do Governador do Estado e sua comitiva nas cidades visitadas. Realizado check do VOR radial 090 BHZ. Sem desvios.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:41:00;PR-DTG - N3;0082-2020;DTA;24/07/2020;Secretaria-Geral;CORONEL FABRICIANO;BELO HORIZONTE;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:28:00;PR-DTG - N3;0086-2020;DTA;07/08/2020;Secretaria-Geral;BELO HORIZONTE;TRÊS PONTAS;André Valadares da Cruz;Cinegrafista;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:28:00;PR-DTG - N3;0086-2020;DTA;07/08/2020;Secretaria-Geral;BELO HORIZONTE;TRÊS PONTAS;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:28:00;PR-DTG - N3;0086-2020;DTA;07/08/2020;Secretaria-Geral;BELO HORIZONTE;TRÊS PONTAS;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:28:00;PR-DTG - N3;0086-2020;DTA;07/08/2020;Secretaria-Geral;BELO HORIZONTE;TRÊS PONTAS;Caroline Fátima Lopes Teixeira;Comunicação Redes Sociais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:28:00;PR-DTG - N3;0086-2020;DTA;07/08/2020;Secretaria-Geral;BELO HORIZONTE;TRÊS PONTAS;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:28:00;PR-DTG - N3;0086-2020;DTA;07/08/2020;Secretaria-Geral;BELO HORIZONTE;TRÊS PONTAS;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:35:00;PR-DTG - N3;0087-2020;DTA;07/08/2020;Secretaria-Geral;TRÊS PONTAS;OLIVEIRA;André Valadares da Cruz;Cinegrafista;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:35:00;PR-DTG - N3;0087-2020;DTA;07/08/2020;Secretaria-Geral;TRÊS PONTAS;OLIVEIRA;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:35:00;PR-DTG - N3;0087-2020;DTA;07/08/2020;Secretaria-Geral;TRÊS PONTAS;OLIVEIRA;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
